id,name,id_2,startDay,startTime,endDay,endTime,able2Hov2,able2Hov3,able3Hov2,able3Hov3,able5Hov2,able5Hov3,able4Hov2,able4Hov3
1280038,Strongsville-Cleveland,1280056,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280038,Strongsville-Cleveland,1280058,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1280038,Strongsville-Cleveland,1280060,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1280040,Cleveland,1280042,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1280040,Cleveland,1280044,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280040,Cleveland,1280046,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1280040,Cleveland,1280048,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1280040,Cleveland,1280050,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1280040,Cleveland,1280052,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1280040,Cleveland,1280054,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1280040,Cleveland,1280056,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1280040,Cleveland,1280058,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280040,Cleveland,1280060,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280042,Akron,1280044,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280042,Akron,1280046,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280042,Akron,1280048,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1280042,Akron,1280050,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1280042,Akron,1280052,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280042,Akron,1280054,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280042,Akron,1280056,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280042,Akron,1280058,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280042,Akron,1280060,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280044,Streetsboro,1280046,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1280044,Streetsboro,1280048,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280044,Streetsboro,1280050,Thursday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280044,Streetsboro,1280052,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280044,Streetsboro,1280054,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1280044,Streetsboro,1280056,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1280044,Streetsboro,1280058,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1280044,Streetsboro,1280060,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280046,Ravenna,1280048,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1280046,Ravenna,1280050,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1280046,Ravenna,1280052,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1280046,Ravenna,1280054,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1280046,Ravenna,1280056,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1280046,Ravenna,1280058,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1280046,Ravenna,1280060,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280048,Warren,1280050,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280048,Warren,1280052,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280048,Warren,1280054,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280048,Warren,1280056,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1280048,Warren,1280058,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1280048,Warren,1280060,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280050,Lordstown-West,1280052,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280050,Lordstown-West,1280054,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280050,Lordstown-West,1280056,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280050,Lordstown-West,1280058,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280050,Lordstown-West,1280060,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1280052,Lordstown-East,1280054,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280052,Lordstown-East,1280056,Thursday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280052,Lordstown-East,1280058,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280052,Lordstown-East,1280060,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1280054,Niles-Youngstown,1280056,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1280054,Niles-Youngstown,1280058,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1280054,Niles-Youngstown,1280060,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280056,Youngstown,1280058,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1280056,Youngstown,1280060,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1280058,Youngstown-Poland,1280060,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1280002,Bryan-Montpelier,1280000,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1280004,Archbold-Fayette,1280000,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1280006,Wauseon,1280000,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1280008,Delta-Lyons,1280000,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280010,Toledo,1280000,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280012,Maumee-Toledo,1280000,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280014,Perrysburg-Toledo,1280000,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280016,Stony,1280000,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1280018,Elmore-Woodville-Gibsonburg,1280000,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1280020,Fremont-Port,1280000,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280022,Sandusky-Bellevue,1280000,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280024,Sandusky-Norwalk,1280000,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280026,Vermilion,1280000,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280028,Amherst-Oberlin,1280000,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280030,Lorain,1280000,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1280032,Lorain-Elyria,1280000,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280034,N.Ridgeville-Cleveland,1280000,Thursday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280036,N.Olmsted-Cleveland,1280000,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280038,Strongsville-Cleveland,1280000,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1280040,Cleveland,1280000,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1280042,Akron,1280000,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1280044,Streetsboro,1280000,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280046,Ravenna,1280000,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1280048,Warren,1280000,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1280050,Lordstown-West,1280000,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1280052,Lordstown-East,1280000,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1280054,Niles-Youngstown,1280000,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1280056,Youngstown,1280000,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1280058,Youngstown-Poland,1280000,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280060,Eastgate,1280000,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280004,Archbold-Fayette,1280002,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280006,Wauseon,1280002,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280008,Delta-Lyons,1280002,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1280010,Toledo,1280002,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1280012,Maumee-Toledo,1280002,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280014,Perrysburg-Toledo,1280002,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280016,Stony,1280002,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280018,Elmore-Woodville-Gibsonburg,1280002,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280020,Fremont-Port,1280002,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280022,Sandusky-Bellevue,1280002,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1280024,Sandusky-Norwalk,1280002,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280026,Vermilion,1280002,Thursday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280028,Amherst-Oberlin,1280002,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280030,Lorain,1280002,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1280032,Lorain-Elyria,1280002,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1280034,N.Ridgeville-Cleveland,1280002,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1280036,N.Olmsted-Cleveland,1280002,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280038,Strongsville-Cleveland,1280002,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1280040,Cleveland,1280002,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1280042,Akron,1280002,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1280044,Streetsboro,1280002,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1280046,Ravenna,1280002,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1280048,Warren,1280002,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1280050,Lordstown-West,1280002,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280052,Lordstown-East,1280002,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280054,Niles-Youngstown,1280002,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280056,Youngstown,1280002,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280058,Youngstown-Poland,1280002,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1280060,Eastgate,1280002,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1280006,Wauseon,1280004,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280008,Delta-Lyons,1280004,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280010,Toledo,1280004,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280012,Maumee-Toledo,1280004,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280014,Perrysburg-Toledo,1280004,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280016,Stony,1280004,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1280018,Elmore-Woodville-Gibsonburg,1280004,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280020,Fremont-Port,1280004,Thursday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280022,Sandusky-Bellevue,1280004,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280024,Sandusky-Norwalk,1280004,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1280026,Vermilion,1280004,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1280028,Amherst-Oberlin,1280004,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1280030,Lorain,1280004,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280032,Lorain-Elyria,1280004,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1280034,N.Ridgeville-Cleveland,1280004,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1280036,N.Olmsted-Cleveland,1280004,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1280038,Strongsville-Cleveland,1280004,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1280040,Cleveland,1280004,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1280042,Akron,1280004,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1280044,Streetsboro,1280004,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280046,Ravenna,1280004,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280048,Warren,1280004,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280050,Lordstown-West,1280004,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280052,Lordstown-East,1280004,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1280054,Niles-Youngstown,1280004,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1280056,Youngstown,1280004,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280058,Youngstown-Poland,1280004,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280060,Eastgate,1280004,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280008,Delta-Lyons,1280006,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280010,Toledo,1280006,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280012,Maumee-Toledo,1280006,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1280014,Perrysburg-Toledo,1280006,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280016,Stony,1280006,Thursday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280018,Elmore-Woodville-Gibsonburg,1280006,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280020,Fremont-Port,1280006,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1280022,Sandusky-Bellevue,1280006,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1280024,Sandusky-Norwalk,1280006,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1280026,Vermilion,1280006,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280028,Amherst-Oberlin,1280006,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1280030,Lorain,1280006,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1280032,Lorain-Elyria,1280006,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1280034,N.Ridgeville-Cleveland,1280006,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1280036,N.Olmsted-Cleveland,1280006,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1280038,Strongsville-Cleveland,1280006,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1280040,Cleveland,1280006,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280042,Akron,1280006,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280044,Streetsboro,1280006,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280046,Ravenna,1280006,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280048,Warren,1280006,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1280050,Lordstown-West,1280006,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1280052,Lordstown-East,1280006,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280054,Niles-Youngstown,1280006,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280056,Youngstown,1280006,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280058,Youngstown-Poland,1280006,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280060,Eastgate,1280006,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280010,Toledo,1280008,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1280012,Maumee-Toledo,1280008,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280014,Perrysburg-Toledo,1280008,Thursday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280016,Stony,1280008,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280018,Elmore-Woodville-Gibsonburg,1280008,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1280020,Fremont-Port,1280008,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1280022,Sandusky-Bellevue,1280008,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1280024,Sandusky-Norwalk,1280008,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280026,Vermilion,1280008,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1280028,Amherst-Oberlin,1280008,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1280030,Lorain,1280008,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1280032,Lorain-Elyria,1280008,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1280034,N.Ridgeville-Cleveland,1280008,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1280036,N.Olmsted-Cleveland,1280008,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1280038,Strongsville-Cleveland,1280008,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280040,Cleveland,1280008,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280042,Akron,1280008,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280044,Streetsboro,1280008,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280046,Ravenna,1280008,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1280048,Warren,1280008,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1280050,Lordstown-West,1280008,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1280052,Lordstown-East,1280008,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1280054,Niles-Youngstown,1280008,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1280056,Youngstown,1280008,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280058,Youngstown-Poland,1280008,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1280060,Eastgate,1280008,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1280012,Maumee-Toledo,1280010,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
